2 840 Fri Mar 03 21:32:00 2006

sim/aircraft/acf_struct	int[10]	y	Pointers	Pointers to the individual aircraft structures.
sim/operation/failures/rel_N1_ind7	int	y	enum	Panel Indicator Inop - N1 engine 8
sim/operation/failures/rel_N2_ind0	int	y	enum	Panel Indicator Inop - N2 engine 1
sim/operation/failures/rel_N2_ind1	int	y	enum	Panel Indicator Inop - N2 engine 2
sim/operation/failures/rel_N2_ind2	int	y	enum	Panel Indicator Inop - N2 engine 3
sim/operation/failures/rel_N2_ind3	int	y	enum	Panel Indicator Inop - N2 engine 4
sim/operation/failures/rel_N2_ind4	int	y	enum	Panel Indicator Inop - N2 engine 5
sim/operation/failures/rel_N2_ind5	int	y	enum	Panel Indicator Inop - N2 engine 6
sim/operation/failures/rel_N2_ind6	int	y	enum	Panel Indicator Inop - N2 engine 7
sim/operation/failures/rel_N2_ind7	int	y	enum	Panel Indicator Inop - N2 engine 8
sim/operation/failures/rel_TRQind0	int	y	enum	Panel Indicator Inop - Torque engine 1
sim/operation/failures/rel_TRQind1	int	y	enum	Panel Indicator Inop - Torque engine 2
sim/operation/failures/rel_TRQind2	int	y	enum	Panel Indicator Inop - Torque engine 3
sim/operation/failures/rel_TRQind3	int	y	enum	Panel Indicator Inop - Torque engine 4
sim/operation/failures/rel_TRQind4	int	y	enum	Panel Indicator Inop - Torque engine 5
sim/operation/failures/rel_TRQind5	int	y	enum	Panel Indicator Inop - Torque engine 6
sim/operation/failures/rel_TRQind6	int	y	enum	Panel Indicator Inop - Torque engine 7
sim/operation/failures/rel_TRQind7	int	y	enum	Panel Indicator Inop - Torque engine 8
sim/operation/failures/rel_FF_ind0	int	y	enum	Panel Indicator Inop - Fuel flow engine 1
sim/operation/failures/rel_FF_ind1	int	y	enum	Panel Indicator Inop - Fuel flow engine 2
sim/operation/failures/rel_FF_ind2	int	y	enum	Panel Indicator Inop - Fuel flow engine 3
sim/operation/failures/rel_FF_ind3	int	y	enum	Panel Indicator Inop - Fuel flow engine 4
sim/operation/failures/rel_FF_ind4	int	y	enum	Panel Indicator Inop - Fuel flow engine 5
sim/operation/failures/rel_FF_ind5	int	y	enum	Panel Indicator Inop - Fuel flow engine 6
sim/operation/failures/rel_FF_ind6	int	y	enum	Panel Indicator Inop - Fuel flow engine 7
sim/operation/failures/rel_FF_ind7	int	y	enum	Panel Indicator Inop - Fuel flow engine 8
sim/operation/failures/rel_EPRind0	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 1
sim/operation/failures/rel_EPRind1	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 2
sim/operation/failures/rel_EPRind2	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 3
sim/operation/failures/rel_EPRind3	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 4
sim/operation/failures/rel_EPRind4	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 5
sim/operation/failures/rel_EPRind5	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 6
sim/operation/failures/rel_EPRind6	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 7
sim/operation/failures/rel_EPRind7	int	y	enum	Panel Indicator Inop - Engine Pressure Ratio Engine 8
sim/operation/failures/rel_ITTind0	int	y	enum	Panel Indicator Inop - ITT engine 1
sim/operation/failures/rel_ITTind1	int	y	enum	Panel Indicator Inop - ITT engine 2
sim/operation/failures/rel_ITTind2	int	y	enum	Panel Indicator Inop - ITT engine 3
sim/operation/failures/rel_ITTind3	int	y	enum	Panel Indicator Inop - ITT engine 4
sim/operation/failures/rel_ITTind4	int	y	enum	Panel Indicator Inop - ITT engine 5
sim/operation/failures/rel_ITTind5	int	y	enum	Panel Indicator Inop - ITT engine 6
sim/operation/failures/rel_ITTind6	int	y	enum	Panel Indicator Inop - ITT engine 7
sim/operation/failures/rel_ITTind7	int	y	enum	Panel Indicator Inop - ITT engine 8
sim/operation/misc/debug_network	int	y	boolean	Enable logging of network data
sim/operation/misc/frame_rate_period	float	n	secs	The frame rate period. Use the reciprical to get the frame rate (e.g. 1/mnw.prd)
sim/operation/misc/time_ratio	float	n	secs	This is how close XP time matches real time. Ideal ratio is 1
sim/operation/override/override_joystick	int	y	boolean	Override control of the joystick deflections
sim/operation/override/override_artstab	int	y	boolean	Override control of the artificial stability system
sim/operation/override/override_flightcontrol	int	y	boolean	Override all parts of the flight system at once
sim/operation/override/override_gearbrake	int	y	boolean	Override gear and brake staus
sim/operation/override/override_planepath	int[10]	y	boolean	Override position updates of this plane
sim/operation/override/override_navneedles	int	y	boolean	Override navcom radios
sim/operation/override/override_adf	int	y	boolean	Override ADF radios
sim/operation/override/override_dme	int	y	boolean	Override DME distances
sim/operation/override/override_gps	int	y	boolean	Override GPS copmuter
sim/operation/override/override_flightdir	int	y	boolean	Override flight director needles (both axes)
sim/operation/override/override_flightdir_ptch	int	y	boolean	Override flight director needles (pitch only)
sim/operation/override/override_flightdir_roll	int	y	boolean	Override flight director needles (roll only)
sim/operation/override/override_camera	int	y	boolean	Override camera control.  NOTE: DO NOT USE, USE XPLMCAMERA!!
sim/operation/override/override_annunciators	int	y	boolean	Override annunciators
sim/operation/override/override_autopilot	int	y	boolean	Override the autopilot's brains
sim/operation/override/override_pfc_autopilot_lites	int	y	boolean	Override partial control of a PFC jet cockpit (not for the faint at heart!)
sim/operation/override/override_joystick_heading	int	y	boolean	Override just heading of the yolk
sim/operation/override/override_joystick_pitch	int	y	boolean	Override just heading of the pitch
sim/operation/override/override_joystick_roll	int	y	boolean	Override just heading of the roll
sim/operation/override/override_throttles	int	y	boolean	Override the throttles (use ENGN_thro_use to control them)
sim/operation/override/override_groundplane	int	y	boolean	Override ground interactions (see sim/flightmodel/ground)
sim/operation/override/disable_cockpit_object	int	y	boolean	Disable drawing of 3-d cockpit object
sim/operation/override/disable_twosided_fuselage	int	y	boolean	Disable drawing of 3-d cockpit object
sim/operation/override/override_fms_advance	int	y	boolean	Override the FMS going to the next waypoint.
sim/operation/prefs/has_view_bitmap	int[9]	n	boolean	Do we have a panel for this angle?
sim/operation/prefs/startup_on_ramp	int	y	boolean	Start up on the ramp?
sim/operation/prefs/startup_running	int	y	boolean	Start up with the plane running?
sim/operation/prefs/autopilot_grab_cur_speed	int	y	boolean	On engage, does the autopilot set itself to the current speed?
sim/operation/prefs/autopilot_grab_cur_heading	int	y	boolean	On engage, does the autopilot set itself to the current heading?
sim/operation/prefs/autopilot_grab_cur_vvi	int	y	boolean 	On engage, does the autopilot set itself to the current vertical speed?
sim/operation/prefs/autopilot_grab_cur_altitude	int	y	boolean	On engage, does the autopilot set itself to the current altitude?
sim/operation/prefs/warn_overspeed	int	y	boolean	Warn if we exceed max airframe speed
sim/operation/prefs/warn_overgforce	int	y	boolean	Warn if we exceed max g-forces on aircraft
sim/operation/prefs/warn_overspeed_flaps	int	y	boolean	Warn if we exceed max flap extended speed
sim/operation/prefs/warn_overspeed_gear	int	y	boolean	Warn if we exceed max gear deployed speed
sim/operation/prefs/reset_on_crash	int	y	boolean	On crash, do we reset the AC to the nearest airport?
sim/operation/prefs/warn_nonobvious_stuff	int	y	boolean	Show text warning for otherwise hard to see things like carb-icing?
sim/operation/prefs/warn_framerate_low	int	y	boolean	Show text warning if framerate gets too low
sim/operation/prefs/has_headset_on	int	y	boolean	Muffle sound as if a headset is on
sim/operation/prefs/text_out	int	y	boolean	show text ATC messages?
sim/operation/prefs/replay_mode	int	y	boolean	Are we in replay mode?
sim/operation/prefs/warn_bb	int	y	boolean	No idea what this is!!
sim/operation/prefs/aircraft_damping	int	y	boolean	This used to be an option under equipment settings for auto damping or something.
sim/operation/prefs/auto_coordinate_helos	int	y	boolean	Automatically coordinate tale rotor for helos
sim/operation/prefs/realweather/check_real_weather_time_sec	float	y	seconds	How often to check real weather
sim/operation/prefs/realweather/real_weather_max_vis_nm	float	y	nm	Max distance for real weather visibility (probably really in sm)
sim/operation/prefs/misc/language	int	n	enum	Current langauge
sim/operation/sound/has_sound	int	n	boolean	Does this machine have sound hardware that X-Plane understands?
sim/operation/sound/has_speech_synth	int	n	boolean	Does this machine have speech synth capabilities?
sim/operation/sound/sound_on	int	y	boolean	Is sound on (set by user)
sim/operation/sound/speech_on	int	y	boolean	Is speech synth on (set by user)
sim/operation/sound/radio_chatter_on	int	y	   boolean	Turn off background radio chatter
sim/operation/sound/master_sound_volume	float	y	0-1	Master audio level in X-Plane
sim/operation/windows/system_window	int	n	HWND	This is X-Plane's system native window as an int (either an HWND or WindowRef)
sim/time/timer_is_running_sec	int	y	boolean	Is the timer running?
sim/time/total_running_time_sec	float	y	seconds	Total time the sim has been up
sim/time/total_flight_time_sec	float	y	seconds	Total time since the flight got reset by something
sim/time/timer_elapsed_time_sec	float	y	seconds	Total time elapsed on the timer
sim/time/local_time_sec	float	n	seconds	Local time  (seconds since midnight??)
sim/time/zulu_time_sec	float	y	seconds	Zulu time  (seconds since midnight??)
sim/time/local_date_days	int	y	days	Date in days since January 1st
sim/time/use_system_time	int	y	boolean	Use system date and time for local time
sim/time/backwards	int	y	???	No idea what this is!
sim/time/paused	int	n	boolean	Is the sim paused?  Use cmd keys to change this.
sim/time/hobbs_time	float	y	seconds	elapsed time on the Hobbs meter
sim/version/sim_build_string	char[256]	n	string	This string contains the date and time that this x-plane was built.
sim/version/xplm_build_string	char[256]	n	string	This string contains the date and time that the XPLM DLL was built.
sim/weapons/weapon_count	int	n	   	int
sim/weapons/wpn_struct	int[25]	n	Pointers	Pointers to the raw weapon structs.
sim/weapons/type	int[25]	y	???	For the geometry we scan right into the acf structure unused array-spaces.
sim/weapons/free_flyer	int[25]	y	 	???
sim/weapons/action_mode	int[25]	y	???	In carriage or still in the gun, firing, and destroyed
sim/weapons/x_wpn_att	float[25]	y	???	This allows us to use our drawing, smoothing, editing, s-t, normal-vector, plotting, etc.
sim/weapons/y_wpn_att	float[25]	y	???	Code to do the weapons as well as everything else.
sim/weapons/z_wpn_att	float[25]	y	???	???
sim/weapons/cgY	float[25]	y	???	???
sim/weapons/cgZ	float[25]	y	???	???
sim/weapons/las_range	float[25]	y	???	???
sim/weapons/conv_range	float[25]	y	???	???
sim/weapons/bul_rounds_per_sec	float[25]	y	???	???
sim/weapons/bul_rounds	float[25]	y	???	???
sim/weapons/bul_muzzle_speed	float[25]	y	???	???
sim/weapons/bul_area	float[25]	y	???	???
sim/weapons/added_mass	float[25]	y	???	Mass in addition to ammo... like the gun itself, and bomb racks.
sim/weapons/total_weapon_mass_max	float[25]	y	???	Warhead and casing, fuel and tank
sim/weapons/fuel_warhead_mass_max	float[25]	y	???	Remember we can have drop tanks
sim/weapons/warhead_type	int[25]	y	???	Conventional or nuke
sim/weapons/mis_drag_co	float[25]	y	???	???
sim/weapons/mis_drag_chute_S	float[25]	y	???	???
sim/weapons/mis_cone_width	float[25]	y	???	For heat or radar-guided, you must keep the target within this cone to track him
sim/weapons/mis_crat_per_deg_bore	float[25]	y	???	???
sim/weapons/mis_crat_per_degpersec_bore	float[25]	y	???	???
sim/weapons/mis_crat_per_degpersec	float[25]	y	???	???
sim/weapons/gun_del_psi_deg_max	float[25]	y	???	Aimable guns for c130 spectere, etc
sim/weapons/gun_del_the_deg_max	float[25]	y	???	Aimable guns for c130 spectere, etc
sim/weapons/gun_del_psi_deg_now	float[25]	y	???	Aimable guns for c130 spectere, etc
sim/weapons/gun_del_the_deg_now	float[25]	y	???	Aimable guns for c130 spectere, etc
sim/weapons/s_frn	float[25]	y	???	???
sim/weapons/s_sid	float[25]	y	???	???
sim/weapons/s_top	float[25]	y	???	Area
sim/weapons/X_body_aero	float[25]	y	???	???
sim/weapons/Y_body_aero	float[25]	y	???	???
sim/weapons/Z_body_aero	float[25]	y	???	Centroid
sim/weapons/Jxx_unitmass	float[25]	y	???	???
sim/weapons/Jyy_unitmass	float[25]	y	???	???
sim/weapons/Jzz_unitmass	float[25]	y	???	MI
sim/weapons/i	int[25]	y	???	???
sim/weapons/j	int[25]	y	???	Keep track for fast ground-elev-finding
sim/weapons/target_index	int[25]	y	???	Target index
sim/weapons/targ_lat	float[25]	y	???	???
sim/weapons/targ_lon	float[25]	y	???	???
sim/weapons/targ_h	float[25]	y	???	Bomb targets
sim/weapons/del_psi	float[25]	y	???	???
sim/weapons/del_the	float[25]	y	???	Delta to target, for data output
sim/weapons/rudd_rat	float[25]	y	???	???
sim/weapons/elev_rat	float[25]	y	???	Rudder and elevator steering inputs
sim/weapons/V_msc	float[25]	y	???	???
sim/weapons/AV_msc	float[25]	y	???	???
sim/weapons/dist_targ	float[25]	y	???	???
sim/weapons/dist_point	float[25]	y	???	???
sim/weapons/time_point	float[25]	y	???	Speed and dist to target for data output
sim/weapons/fx_axis	float[25]	y	???	???
sim/weapons/fy_axis	float[25]	y	???	???
sim/weapons/fz_axis	float[25]	y	???	Flight-status
sim/weapons/vx	float[25]	y	???	???
sim/weapons/vy	float[25]	y	???	???
sim/weapons/vz	float[25]	y	???	???
sim/weapons/x	float[25]	y	???	???
sim/weapons/y	float[25]	y	???	???
sim/weapons/z	float[25]	y	???	Flight-status
sim/weapons/L	float[25]	y	???	???
sim/weapons/M	float[25]	y	???	???
sim/weapons/N	float[25]	y	???	???
sim/weapons/Prad	float[25]	y	???	???
sim/weapons/Qrad	float[25]	y	???	???
sim/weapons/Rrad	float[25]	y	???	???
sim/weapons/the	float[25]	n	Deg	Angle relative to the aircraft
sim/weapons/psi	float[25]	n	Deg	Angle relative to the aircraft
sim/weapons/phi	float[25]	n	Deg	Angle relative to the aircraft
sim/weapons/the_con	float[25]	y	Deg	Angle relative to the mounting flight control
sim/weapons/psi_con	float[25]	y	Deg	Angle relative to the mounting flight control
sim/weapons/phi_con	float[25]	y	Deg	Angle relative to the mounting flight control
sim/weapons/next_bull_time	float[25]	y	???	For guns, this is the next fire time
sim/weapons/total_weapon_mass_now	float[25]	y	???	???
sim/weapons/fuel_warhead_mass_now	float[25]	y	???	???
sim/weapons/impact_time	float[25]	y	???	???
sim/weapons/mis_thrust1	float[25]	y	???	delay
sim/weapons/mis_thrust2	float[25]	y	???	boost
sim/weapons/mis_thrust3	float[25]	y	???	sustain
sim/weapons/mis_duration1	float[25]	y	???	delay
sim/weapons/mis_duration2	float[25]	y	???	boost
sim/weapons/mis_duration3	float[25]	y	???	sustain
sim/weapons/q1	float[25]	y	???	???
sim/weapons/q2	float[25]	y	???	???
sim/weapons/q3	float[25]	y	???	???
sim/weapons/q4	float[25]	y	???	???
sim/weather/cloud_type[0]	int	y	Cloud enumeration	The type of clouds for this cloud layer.Ê Currently there are only two cloud layers, 0 or 1.Ê Cloud types:<p>Clear = 0, High Cirrus = 1, Scattered = 2, Broken = 3, Overcast = 4
sim/weather/cloud_type[1]	int	y	Cloud enumeration	The type of clouds for this cloud layer.Ê Currently there are only two cloud layers, 0 or 1.Ê Cloud types:<p>Clear = 0, High Cirrus = 1, Scattered = 2, Broken = 3, Overcast = 4
sim/weather/cloud_base_msl_m[0]	float	y	meters MSL >= 0	The base altitude for this cloud layer.
sim/weather/cloud_base_msl_m[1]	float	y	meters MSL >= 0	The base altitude for this cloud layer.
sim/weather/cloud_tops_msl_m[0]	float	y	meters >= 0	The tops for this cloud layer.
sim/weather/cloud_tops_msl_m[1]	float	y	meters >= 0	The tops for this cloud layer.
sim/weather/visibility_reported_m	float	y	meters >= 0	The reported visibility (e.g. what the METAR/weather window says).
sim/weather/rain_percent	float	y	[0.0 - 1.0]	The percentage of rain falling.
sim/weather/thunderstorm_percent	float	y	[0.0 - 1.0]	The percentage of thunderstorms present.
sim/weather/wind_turbulence_percent	float	y	[0.0 - 1.0]	The precentage of wind turbulence present.
sim/weather/barometer_sealevel_inhg	float	y	29.92 +- ....	The barometric pressure at sea level.
sim/weather/microburst_probability	float	y	[0.0 - 1.0]	The probability of a microburst occurring.
sim/weather/rate_change_percent	float	y	[-1.0 - 1.0]	How fast weather is improving or degenerating.Ê -1.0 means degenerating, 1.0 means improving.
sim/weather/has_real_weather_bool	int	n	0, 1	Whether a real weather file has been located.
sim/weather/use_real_weather_bool	int	y	0, 1	Whether a real weather file is in use.
sim/weather/sigma	float	n	???	The atmospheric density as a ratio compared to sea level.
sim/weather/rho	float	n	???	The density of the air in kg/cubic meters.
sim/weather/barometer_current_inhg	float	n	29.92 +- ....	This is the barometric pressure at the point the current flight is at.
sim/weather/gravity_mss	float	n	meters/sec^2	This is the acceleration of gravity for the current planet.
sim/weather/speed_sound_ms	float	n	meters/sec	This is the speed of sound in meters/second at the plane's location.
sim/weather/wind_altitude_msl_m[0]	float	y	meters >= 0	The center altitude of this layer of wind in MSL meters.
sim/weather/wind_altitude_msl_m[1]	float	y	meters >= 0	The center altitude of this layer of wind in MSL meters.
sim/weather/wind_altitude_msl_m[2]	float	y	meters >= 0	The center altitude of this layer of wind in MSL meters.
sim/weather/wind_direction_degt[0]	float	y	[0 - 360)	The direction the wind is blowing from in degrees from true 0rth c lockwise.
sim/weather/wind_direction_degt[1]	float	y	[0 - 360)	The direction the wind is blowing from in degrees from true 0rth c lockwise.
sim/weather/wind_direction_degt[2]	float	y	[0 - 360)	The direction the wind is blowing from in degrees from true 0rth c lockwise.
sim/weather/wind_speed_kt[0]	float	y	kts >= 0	The wind speed in k0ts.
sim/weather/wind_speed_kt[1]	float	y	kts >= 0	The wind speed in k0ts.
sim/weather/wind_speed_kt[2]	float	y	kts >= 0	The wind speed in k0ts.
sim/weather/shear_direction_degt[0]	float	y	[0 - 360)	The direction for a wind shear, per above.
sim/weather/shear_direction_degt[1]	float	y	[0 - 360)	The direction for a wind shear, per above.
sim/weather/shear_direction_degt[2]	float	y	[0 - 360)	The direction for a wind shear, per above.
sim/weather/shear_speed_kt[0]	float	y	kts >= 0	The gain from the shear in k0ts.
sim/weather/shear_speed_kt[1]	float	y	kts >= 0	The gain from the shear in k0ts.
sim/weather/shear_speed_kt[2]	float	y	kts >= 0	The gain from the shear in k0ts.
sim/weather/turbulence[0]	float	y	[0 - 10]	A turbulence factor, 0-10, the unit is just a scale.
sim/weather/turbulence[1]	float	y	[0 - 10]	A turbulence factor, 0-10, the unit is just a scale.
sim/weather/turbulence[2]	float	y	[0 - 10]	A turbulence factor, 0-10, the unit is just a scale.
sim/weather/wave_amplitude	float	y	??	Amplitude of waves in the water (height of waves)
sim/weather/wave_length	float	y	??	Length of a single wave in the water
sim/weather/wave_speed	float	y	??	Speed of water waves
sim/weather/wave_dir	float	y	??	Direction of waves.
sim/weather/temperature_sealevel_c	float	y	degrees C	The temperature at sea level.
sim/weather/dewpoi_sealevel_c	float	y	degrees C	The dew point at sea level.
sim/weather/temperature_ambient_c	float	n	degrees C	The air temperature outside the aircraft (at altitude).
sim/weather/temperature_le_c	float	n	degrees C	The air temperature at the leading edge of the wings in degrees C.
sim/weather/thermal_percent	float	y	[0.0 - 1.0]	The percentage of thermal occurence in the area.
sim/weather/thermal_rate_ms	float	y	m/s >= 0	The climb rate for thermals.
sim/weather/thermal_altitude_msl_m	float	y	m MSL >= 0	The top of thermals in meters MSL.
sim/weather/meteorite_density	float	y	??	The density of meteorites in space.
sim/weather/runway_friction	float	y	??	The friction constant for runways (how wet they are).
sim/weather/wind_direction_degt	float	n	[0-359)	The effective direction of the wind at the plane's location.
sim/weather/wind_speed_kt	float	n	kts >= 0	The effective speed of the wind at the plane's location.
